"ID","Inquiry","CASENUMBER","COMMENTSCREATEON","ANALYSTNAMEFORCOMMENT","ACTIVITYTYPE","NOTETEXT"
1308,"PE14-030","CAS-2609935-G0L8Q7","2013-05-23 13:58:52",,"CASE","CUST SAYS:..CASE ID: CAS-2593506-L7P3N6..-WIFE HAD A STEERING SYSTEM FAILURE (EPAS RACK & PINION) IN OUR 2012 FOOD FUSION, NARROWLY AVOIDING AN ACCIDENT TWICE, IN AS MANY DAYS..-THE ""SERVICE ADVANCETRAC"" AND ""POWER STEERING ASSIST FAULT"" MESSAGES APPEARED IN THE DASHBOARD MESSAGE CENTER WHILE DRIVING, IMMEDIATELY FOLLOWING AN ALMOST COMPLETE LOSS OF STEERING CONTROL..-THIS IS A MAJOR SAFETY ISSUE, AND ONE THAT SHOULD NOT BE TAKEN LIGHTLY..-DLR HAS OFFERED A DISCOUNT ON THE PARTS AND LABOR, BUT THE BILL WILL STILL COME CLOSE TO $1400.00..-VEH HAS ALREADY HAD TRANS FAILURE, A STARTER FAILURE, AND A FLYWHEEL FAILURE, UNDER WARRANTY..-THIS IS APPEARING TO BE A VERY COMMON ISSUE, AND ONE THAT SHOULD BE ADDRESSED, AS CAN BE SEEN BY VIEWING THE NHTSA WEBSITE AND VARIOUS FORD OWNER FORUMS..-WOULD LIKE FORD TO REPLACE THE EPAS RACK & PINION AS A GOODWILL GESTURE AND IN THE INTEREST OF SAFETY AND GOOD LONG TIME CUSTOMER RELATIONS ..***..CRC ADVISED:..-ACKNOWLEDGED CUSTΓÇÖS LOYALTY..-SUPPORTED DOCUMENTATION ON CAS-2596511-W8F5S0..***..CERRITOS FORD LINCOLN..18900 STUDEBAKER ROAD..CERRITOS, CA 90703..(562) 405-3545"
1309,"PE14-030","CAS-2609935-G0L8Q7","2013-05-28 13:28:13",,"CASE","CUST SAYS:..- LOST POWER STEERING GOING DOWN HILL..- 2011 FUSION, 52,000 MILES..- HAD REPAIRED AT DLR, NOT COVERED UNDER WARRANTY..- PER DLR, IT WAS AN INTERNAL RACK FAILURE, $1,400..- The Johnson Dealerships, Inc...694 East Street..Pittsfield, MA 01201..(413) 443-6431 ....*********************....CRC ADVISED:..- I will escalate your case/request to the Service Manager at your dealership. The Service Manager will work with their assigned Ford Customer Service Manager to ensure that all resources available through Ford Motor Company are utilized to assist you. You can expect a call from the Service Manager at your dealership or from the Ford Regional Customer Service Manager within 4 business days. We encourage you to stay in touch with your Service Manager for updates regarding your case. ..- SYSTEM CRASHED, COULD NOT ADVISE OF CASE #"
1310,"PE14-030","CAS-2609935-G0L8Q7","2013-06-03 14:52:58",,"CASE","2011 Fusion..== VIN 3FAHP0HA6BRXXXXXX..== wsd 5/3/2011..== 52000 mi..== ltv 54..== 1 originally owned veh..== No ESPs..== No recalls....5/29..== Obc to dlr. PSD Buck advised that customer does perform regular service at the dlrshp ΓÇô PSD advised that total cost was close to $1500 ΓÇô RO has been closed. Advised that I will assist with $500, or 1/3 of repair cost. PSD will contact customer to make the offer."
1332,"PE14-030","CAS-2622485-B1C4S7","2013-05-28 14:39:59",,"CASE","== Obc to dlr. SA advised of RO 6001878, line 2, $500 ΓÇô approval code M05XJ under P11. Concern addressed and case closed."
1333,"PE14-030","CAS-2627591-T7S7T3","2013-05-29 13:28:54",,"CASE","-CUST SAYS..-SPANISH CALLER..-POWER STEERING IS HAVING AN ISSUE..-STEERING WHEEL IS HARD..-CUST WANTS TO KNOW THE WARRANTY ON THE VEH..-VEH HAS NOT BEEN TO THE DLR..-DLR INFO..-Ted Britt Ford..11165 Fairfax Boulevard..Fairfax, VA 22030..(800) 734-4148 -CUST SAYS..-SPANISH CALLER..-POWER STEERING IS HAVING AN ISSUE..-STEERING WHEEL IS HARD..-CUST WANTS TO KNOW THE WARRANTY ON THE VEH..-VEH HAS NOT BEEN TO THE DLR..-DLR INFO..-Ted Britt Ford..11165 Fairfax Boulevard..Fairfax, VA 22030..(800) 734-4148 ..-CRC ADVISED..-We recommend that your vehicle be inspected by a Ford/Lincoln dealership to determine the cause of any symptoms your vehicle may be experiencing. Your local Ford/Lincoln dealership has factory-trained technicians, the most current engineering service information, and the specialized equipment required to resolve your vehicle concerns. If there is no coverage under applicable warranties, recalls, or ESPs, repairs and services would be your responsibility. Your next step is to make an appointment with your servicing dealership to have your vehicle diagnosed. (REFER TO NEAREST LOCAL DEALER OR SERVICING DEALER OF CHOICE)"
1334,"PE14-030","CAS-2627591-T7S7T3","2013-05-29 18:37:33",,"CASE","**LTV N/S ORIGINAL OWNER**....**WSD 07-MARCH-2010**....**2 OASIS REPAIRS**....**ENGINE 2.5L Duratec GAS**....**ESP 60/75,000 EXTRACARE** .. ..**CUSTOMER SAYS**..-Customer Comments / Symptoms- 2010 FUSION, THE POWER ASSIST, ISSUE HAPPENED A WEEK OR TWO AGO, THE VEH BECOMES VERY HARD TO STEER, MESSAGE COMES ON THE SCREEN THAT SAYS THE POWER ASSIST UNIT NEEDS SERVICE, WAS BROUGHT INTO THE DLR YESTERDAY ..-What are the Vehicle Symptoms? - HARD STEERING..-How Long has this been happening? - COUPLE WEEKS..-Has the vehicle been diagnosed by F/L Dealership? - YES..What is the vehicle location- DLR..What is the preferred contact number - 9082460326..What is the best time to reach the customer- ANYTIME....**Dealership Information** ..-Name of Dealership? - Smith Motor Company Inc...359 Route 31..Washington, NJ 07882..(908) 835-8100....**CRC ADVISED**..--I will escalate your case/request to the Service Manager at your dealership. The Service Manager will work with their assigned Ford Customer Service Manager to ensure that all resources available through Ford Motor Company are utilized to assist you. You can expect a call from the Service Manager at your dealership or from the Ford Regional Customer Service Manager within 4 business days. We encourage you to stay in touch with your Service Manager for updates regarding your case. The case number that I have established for you today is CAS-2627591-T7S7T3"
1352,"PE14-030","CAS-2633562-J3K5G1","2013-05-30 14:41:44",,"CASE","CSM ALLISON 77703== OBC TO DLR== SM ROB== CUSTOMER HAD THE VEHICLE REPAIRED TODAY == THIS REPAIR WAS COVERED UNDER WTY == SM FEELS THAT CUSTOMER WAS PROBABLY CALLING IN TO GET FMC TO PAY FOR HIS DEDUCTIBLE== FMC WILL NOT PAY FOR THE DEDUCTABLE ON THE REPAIR== NO ACTION REQUIRED OF CSM == CASE CLOSED"
1353,"PE14-030","CAS-2645626-B9D8K0","2013-06-03 15:08:25",,"CASE","**ISSUES**..POWER STEERING WENT OUT WHILE DRIVING ON THE INTERSTATE AT 55 MPH..THIS IS THE SECOND TIME IT'S HAPPENED ..VEH ON ROAD DRIVING..WANTS HELP FINDING A DLRSHP AWAY FROM HOME....=======..**DLR**..Dobbs Ford and Lincoln at Wolfchase..7925 Highway 64..Memphis, TN 38133..(901) 382-5555 x576 ..========..OBC TO DLRSHP..SPOKE TO TIM TRUE WHO SET CUST UP IN SYSTEM TO BE ABLE TO ASST AS SOON AS HE GET THERES ..=====..**CRC ADV**..ADVISED CUST OF ABOVE ..We recommend that your vehicle be inspected by a Ford/Lincoln dealership to determine the cause of any symptoms your vehicle may be experiencing. Your local Ford/Lincoln dealership has factory-trained technicians, the most current engineering service information, and the specialized equipment required to resolve your vehicle concerns. If there is no coverage under applicable warranties, recalls, or ESPs, repairs and services would be your responsibility. Your next step is to make an appointment with your servicing dealership to have your vehicle diagnosed"
1354,"PE14-030","CAS-2645626-B9D8K0","2013-06-04 13:53:06",,"CASE","10 fusion..=========================....VIN/CASE-3fahp0hg0arXXXXXX..MILEAGE-77429..LTV-subsequent..WSD-02/22/10....=========================....**CUST SAYS**..--veh currently at dlr 3rd time..--replaced entire steering rack both times..--1st time on hwy and power steering and advance trac indicators came on 5/10/13..paid out pocket $1950.00 for repair and $85 to have car towed and $200 for rental..--after picking up veh 3 days later had to take back in to another dlr..--10 days the 1st time, 4 days second time..--towed back into home dlr this morning..--cpo from battleground kia with 55,000..=========================....**DLR** ..Tri-City Ford Inc..912 South Van Buren Road..Eden, NC 27288..(877) 874-3336 ..01002....=========================....**CRC**..--created new cust. acct..--verified delegate info..--recommended to stay in contact with S/M at dlr ..I will escalate your case/request to our Ford Regional Customer Service Manager who works daily with your dealershipΓÇÖs management team. The Ford Regional Customer Service Manager has access to all Ford resources and will use these resources to assist you and your dealership regarding your situation. The Ford Regional Customer Service Manager will receive the information you have just provided me and will do a thorough review on your behalf. You can expect a phone call from your Customer Service Manager within 2 business days. The case number that I have established for you today is CAS-2645626-b9d8k0"
1355,"PE14-030","CAS-2645626-B9D8K0","2013-06-05 13:06:03",,"CASE","CSM SANDY EXT 77777 == INITIAL REVIEW==LTV: N/S SUBSEQUENT OWNER (3RD OWNER)**VERIFIED IN CUDL BY LAST NAME AND ZIP CODE**==WSD: 2-22-2010==2010 FUSION//GAS ==77429 MILES ON VEHICLE ==NO OTHER VEHICLES ON FILE== NO FSA ==NO ESP ==RECENT WARRANTY HISTORY: 5/22/13 AT 77937 MILES (RR STEERING GEAR) (*COMPLAINT WAS CLUNKING NOISE WHEN DRIVING*) == NO THL CONTACT == CUSTOMER HAS AN AFTERMARKET ?? SERVICE CONTRACT FROM BATTLEGROUND KIA == CONCERN: BACK AT DEALER FOR SAME CONCERN 3RD TIME == REPLACED STEERING RACK 2X == CUSTOMER PAID FOR FIRST REPAIR IN THE AMOUNT OF $1950.00 $85 FOR TOW AND $200 FOR RENTAL (COVERED UNDER CPO?)** == TOWED BACK TO DEALER ON 6/3/13 == OBC TO DLR. S/M JASON == ADVISED CUSTOMER WAS IN TENN AND VEH BROKE DOWN AND DLR IN TENN REPLACED THE STEERING RACK == GOT BACK HOME TO TRI CITY AND DID IT AGAIN ==DEALER CONTACTED THL AND ADVISED THE STEERING RACK DEFECTIVE AND DEALER REPLACED UNDER SPW WARRANTY== DEALER DROVE 60 MILES AND GAVE BACK TO CUSTOMER == NOW 400 MILES LATER CUSTMOER HAS THE SAME ISSUE ==DEALER IS WORKING WITH THL ON REPAIRS == DEALER ADVISED CUSTOMER LOOKING FOR LOANER/RENTAL == ADVISED DEALER PER TIER I AGENT REMARKS THE CUSTOMER MAY HAVE AN AFTERMARKET WARRANTY THAT MAY COVER RENTAL == DEALER WILL LOOK INTO AND THEN UPDATE CSM == SET F/U FOR 6/5/13 BEFORE 5PM EST"
1356,"PE14-030","CAS-2645626-B9D8K0","2013-06-05 13:12:12",,"CASE","CUST DELEGATE LADONNA HANSON SAID DEALER CALLED CUST LAST NIGHT TO SAY IT WILL COST $1,000 FOR REPAIR. MS. HANSON CAN'T UNDERSTAND WHY SHE HAS TO PAY ANOTHER $1000 TO MAKE A REPAIR THAT WAS SUPPOSED TO HAVE BEEN DONE WHEN TRANSMISSION WAS REPLACED. CRC ADVISED F/U SCHEDULED FOR 6/5/13 BEFORE 5PM EST."
1357,"PE14-030","CAS-2645626-B9D8K0","2013-06-05 20:51:03",,"CASE","****BEST PHONE NUMBER****(REDACTED)"
1358,"PE14-030","CAS-2645626-B9D8K0","2013-06-06 19:36:37",,"CASE","CSM SANDY EXT 77777 ==OBC TO JOSH S/A AT DEALERSHIP == ADVISED JASON IS THE CONTACT TO SPEAK TO== AND HE IS NOT AVAILABLE==OBC TO CUSTOMER AT (REDACTED) ==(LADONNA HANSON)=CONTACT HAS NOT SPOKE WITH THE DEALERSHIP == CUST GUESSING AT WHAT NEEDS TO BE DONE == SAID SOME SORT OF BEARINGS == SAID THAT SOMEONE AT DLR TOLD HER OR DAUGHTER THAT THE STEERING GEAR DIDNΓÇÖT NEED REPLACED == THEY GAVE HER AN ESTIMATE OF BEARINGS AT $500 PER SIDE == CUST ADVISED SERVICE POWER STEERING AND SERVICE ADVANCE TRAC LIGHTS COME ON AND WHEN CUT THE VEHICLE OFF THE POWER STEERING GONE ==CUSTOMER STATES IF THIS LOCKS UP ON DAUGHTER AND GRANDDAUGHTER SHE WILL SUE FORD == APOLOGIZED TO CUSTOMER AND ADVISED WHAT CAN DO AND WHAT CANNOT DO == STATED TO CUSTOMER THAT CSM WILL SPEAK WITH DEALER CONTACT AND SEE IF THE TWO ISSUES ARE RELATED OR NOT AND VERIFY WHAT NEEDS TO BE DONE == ADVISED CUSTOMER THAT AT 78K MILES AND 3RD OWNER OF VEHICLE FORD WILL NOT BE PAYING FOR THE REPAIRS == CUSTOMER UPSET AND STATED THAT FORD NEEDS TO PAY FOR THE REPAIRS == APOLOGIZED AGAIN AND ADVISED WILL RECONTACT TOMORROW AFTER SPEAKING WITH DEALERSHIP == CUSTOMER HUNG UP BEFORE CSM COULD CLOSE THE CALL == SET F/U FOR 6/6/13 BEFORE 5PM EST."
1359,"PE14-030","CAS-2645626-B9D8K0","2013-06-10 17:20:26",,"CASE","CSM SANDY EXT 77777 ==OBC TO JASON ==ADVISED THIS TIME FOUND LEFT FRT WHEEL IS BINDING AND CANNOT TURN IT == ELECTRONIC STEERING RACK DOES NOT HAVE ENOUGH POWER ==REPAIR NEEDED: FRT AND REAR LOWER (IN FRONT) CONTROL ARMS, BALL JOINTS (COMES WITH CONTROL ARM) BOOTS, LEFT SIDE IS WORSE THAN RIGHT (ABOUT $500 PER SIDE) ==THESE PARTS ARE NOT ATTACHED TO THE STEERING GEAR == AND DO NOT HAVE TO BE TAKEN OUT OF THE VEHICLE == BALL JOINTS MAY HAVE AFFECTED THE RACK == BUT NOT THE OPPOSITE == OBC TO CUSTOMER AT (REDACTED) == (REDACTED)) == LEFT MESSAGE WITH CONTACT INFORMATION == SET F/U FOR 6-10-2013 BEFORE 5PM EST."
1360,"PE14-030","CAS-2645626-B9D8K0","2013-06-11 14:34:48",,"CASE","CSM SANDY EXT 77777 ==OBC TO (REDACTED) ==NOT AVAILABLE FOR CASE UPDATE == WILL NEED TO SPEAK TO DEALER BEFORE SPEAKING WITH CUSTOMER CONTACT (MOTHER) == SET F/U FOR TOMORROW 6/11/13 BEFORE 5PM EST."
1361,"PE14-030","CAS-2645626-B9D8K0","2013-06-17 20:13:11",,"CASE","CSM SANDY EXT 77777==OBC TO (REDACTED)==DEALER HAS NOT HEARD BACK FROM THE CUSTOMER IN OVER A WEEK AND THEY ARE DRIVING ONE OF THE DEALER LOANERS/RENTALS == ADVISED DEAELR WILL CONTACT THE CUSTOMER AND ADVISE NO ASSISTANCE == OBC TO CUSTOMER AT (REDACTED) == (REDACTED) ==LEFT MESSAGE WITH CONTACT INFORMATION == ADVISED NO FINANCIAL ASSISTANCE AS WELL == SET F/U FOR 6-17-2013 BEFORE 5 PM EST"
1362,"PE14-030","CAS-2645626-B9D8K0","2013-06-18 16:20:57",,"CASE","CSM SANDY EXT 77777==OBC TO (REDACTED)==NOT AVAILABLE == SPOKE TO JOSH == ADVISED CUSTOMER HAS NOT PICKED UP THEIR VEHICLE AND STILL IN LOANER == ADVISED NEED TO SPEAK TO JASON == LEFT MESSAGE WITH CONTACT INFORMATION == SET F/U FOR 6/20/13 BEFORE 5PM EST."
1365,"PE14-030","CAS-2655877-Q7K5J4","2013-06-05 13:34:38",,"CASE","CSM SANDY EXT 77777==OBC TO(REDACTED)==(REDACTED) == ADVISED CUSTOMER APPROVED REPAIRS AND RETURNED THE LOANER YESTERDAY AND PICKED UP HER VEHICLE ==NOTHNG FURTHER NEEDED == CLOSING CASE"
1366,"PE14-030","CAS-2655877-Q7K5J4","2013-06-06 12:46:37",,"CASE","Customer Says:..-3FAHP0CG9CRXXXXXX6,003 miles..-Took veh to dlr for repairs and dlr could not duplicate concern..-1wk after repair was done had to take veh back..-Dlr adv that veh was drivable, but not repaired both times that veh was at dlr..-Says his wife called customer service and was adv to talk to dlr regarding concern..-Adv that tract system and power steering went out..-Unable to steer veh..-Veh was taken to dlr on 05/26/2013..-Just got veh from dlr on 05/31/2013 or 06/01/2013, unsure of exact date....CRc Advised:..-I will escalate your case/request to our Ford Regional Customer Service Manager who works daily with your dealershipΓÇÖs management team her name is Heather Racik. The Ford Regional Customer Service Manager has access to all Ford resources and will use these resources to assist you and your dealership regarding your situation. The Ford Regional Customer Service Manager will receive the information you have just provided me and will do a thorough review on your behalf. You can expect a phone call from your Customer Service Manager within 2 business days. The case number that I have established for you today is CAS-2655877-Q7K5J4."
1367,"PE14-030","CAS-2655877-Q7K5J4","2013-06-11 12:28:19",,"CASE","CSM HRACIK XT 77771..INITIAL CASE REVIEW == HIGH ..== 2012 FUSION..== 3FAHP0CG9CRXXXXXX"
1368,"PE14-030","CAS-2660673-G5L6R1","2013-06-14 21:53:20",,"CASE","6K..== 46 / WSD 9.16.2012..== NO ESP..== NO AWS..== NO FSA..== NO NHL....== C/S FORD TO HELP DEALER REPAIR VEHICLE....== OBC TO DLR S/D PERRY, THIS VEHICLE WAS SOLD THROUGH THE PARKSIDE LOCATION BUT HE SEES NO RECORDS IN SYSTEM OF CUSTOMER VISIT, POSSIBLY BECAUSE THEY WERE NOT ABLE TO DUPLICATE THE CONCERN..== CSM AWAITING RETURN CALL FROM S/D JEFF AT PARKSIDE"
1369,"PE14-030","CAS-2660673-G5L6R1","2013-06-14 21:55:51",,"CASE","== IBC FROM DLR S/D JEFF..== THERE ARE NO RECORDS OF THIS VEHICLE BEING INTO THE DEALERSHIP FOR ANYTHING, ONLY A PDI FROM LAST YEAR......== OBC TO CUSTOMER @ (REDACTED)..== NUMBER HAS BEEN DISCONNECTED, NO LONGER IN SERVICE? MAY BE PHONE CONNECTION TROUBLES IN THE AREA (DLR MENTIONED THEY WERE HAVING TROUBLES)....== CSM CLOSING CASE....== IF CUSTOMER CONTACTS CRC AGAIN REGARDING CONCERNSΓÇª......*** PLEASE VERIFY RECORD AND SEEK WHICH DEALERSHIP THE CUSTOMER HAS BEEN TOΓÇª THE DEALERSHIP LISTED HAS NO RECORDS OF THIS VEHICLE COMING INTO THE SERVICE DEPARTMENT....**** 2 TED RUSSELL LOCATIONSΓÇª..KINGSTON PIKE..PARKSIDE"
1376,"PE14-030","CAS-2664191-V8B6G0","2013-06-06 19:31:15",,"CASE","CAS-2660673-G5L6R1..***..VEH LOSS STEERING 4 TIMES..- 1ST INSTANCE WAS TOLD THAT THERE WAS NO PROBLEM..- 2ND TIME WAS ADVISED THAT THERE IS A PROB WITH THE ECU..- VEH IS STILL EXPERIENCING CONCERN- ..- SEEKING ASSISTANCE WITH THE REPAIR..*************..DLR INFO:..Kemp Ford..3810 E. Thousand Oaks Blvd...Thousand Oaks, CA 91362..(805) 497-2711 ..***********"
1377,"PE14-030","CAS-2664191-V8B6G0","2013-06-06 20:54:09",,"CASE","CAS-2660673-G5L6R1..***..VEH LOSS STEERING 4 TIMES..- 1ST INSTANCE WAS TOLD THAT THERE WAS NO PROBLEM..- 2ND TIME WAS ADVISED THAT THERE IS A PROB WITH THE ECU..- VEH IS STILL EXPERIENCING CONCERN- ..- SEEKING ASSISTANCE WITH THE REPAIR..*************..DLR INFO:..Kemp Ford..3810 E. Thousand Oaks Blvd...Thousand Oaks, CA 91362..(805) 497-2711 ..***********....WILL SUPPORT DOCUENTATION ON CAS-2664191-V8B6G0..* ADVISED CUST THAT CASE IS CURRENLTY BEING HANDLED BY A RAV SPECIALIST"
1378,"PE14-030","CAS-2664191-V8B6G0","2013-06-07 15:58:13",,"Portal Message","2012 FORD FUSION ..VIN: 3FAHP0JG4CRXXXXXX..MILES: 9800..93/ WSD: 02-SEPTEMBER-2012 ....CUST: (REDACTED) 2 MONTHS AGO CUST LOST STEERING WHILE OPERATING THE VEH ..- PULLED OVER SAFELY TOWED TO KEMP FORD IN CA ..- DIAGNOSIS DID NOT GENERATE ANY RESULTS ..- OCCURED AGAIN LAST SATURDAY ..- COULD NOT TURN AT ALL ..- BUT CORRECTED ITSELF BEFORE GOING TO THE FORD DLR ..- TOWED BACK TO THE DEALER WHO MADE REPAIR BASED ON FORD HOTLINE ..- S/M TEST DROVE THE VEH ..- S/M ADVISED CUST TO NOT PICK UP THE VEH AS THE CONCERN WAS NOT REPAIRED ..- S/M DETERMINED THAT THERE WAS A LOOSE 100 WATT WIRE CAUSING CONCERN ..- MADE REPAIRS ACCORDINGLY ..- CUST UNEASY WITH THE REPAIRS ON THE VEH ..- VEH CURRENTLY AT THE DLRSHP ..- DLR HAS ADVISED CUST THAT VEHICLE IS READY FOR PICKUP ..- CUST DOES NOT TRUST REPAIR WORK SEEKING BUYBACK AND VEHICLE RENTAL DURING PROCESS ..- WOULD LIKE TO SPEAK WITH SUPERVISOR ON RENTAL REQUEST ....DEALERSHIP: ..-Kemp Ford..3810 E. Thousand Oaks Blvd...Thousand Oaks, CA 91362..(805) 497-2711 ....CCR: ..- Your request will be investigated by a specialist here at the Customer Relationship Center to see if the vehicle meets the State of California's lemon law guidelines for replacement. If your vehicle does not qualify, you will receive a call from a Customer Service Manager within 10 business days to assist you with your repair needs and a letter from Ford stating that your vehicle does not qualify. If your vehicle qualifies for replacement, you will receive an offer letter in approximately 15 business days from the Reacquired Vehicle Program Headquarters. The letter will provide instructions regarding documents and information necessary to complete the process, including the original sales contract, current loan or lease documents, and current mileage to determine usage fees. If you do not receive a communication from Ford Motor Company within 15 business days, please call us here at the Customer Relationship Center to further investigate your request.....I will notify my supervisor that you have requested to speak to them. Allow me to provide my supervisor with your case information and details from our conversation. Please give them an opportunity to review all the information you have provided, your repair history, and your expectations, and they will contact you back within 2 hours. Is the best number to reach you this number"
